id,question_order,instance_name,question_group,question_field,question_label,question_label_es,question_label_short,question_label_short_es,question_text,question_text_es,question_inputtype,question_width,question_datatype,question_options,question_default_value,question_rule,updatestamp,question_label_link,question_help_bubble,question_help_bubble_es,question_help_parenting,question_help_parenting_es,question_help_legal,question_help_legal_es,question_help_code,question_help_code_es,is_favorite,data_array,data_array_counter,question_help_topic,question_label_pt,question_label_short_pt,question_text_pt,question_help_bubble_pt,question_help_parenting_pt,question_help_legal_pt,question_help_code_pt,question_help_topic_es,question_help_topic_pt
2074,252,Custody,Custody,childAbuseAnother,VChildrenWasWere your vchildChildren ever abused by  another person? ,,abuseType,,,,multicheck,0,text,,,,1926-02-08 11:30:31,,,,"The info below is from Prevent Child Abuse America, <a target=""_blank"" href=""http://www.preventchildabuse.org"">click here for their website.</a>\n\nRECOGNIZING CHILD ABUSE\nExperienced educators likely have seen all forms of child abuse at one time or another. They are\nalert to signs like these that may signal the presence of child abuse.\nThe Child:\n·  Shows sudden changes in behavior or school performance;\n·  Has not received help for physical or medical problems brought to the parents' attention;\n·  Has learning problems that cannot be attributed to specific physical or psychological\ncauses;\n·  Is always watchful, as though preparing for something bad to happen;\n·  Lacks adult supervision;\n·  Is overly compliant, an overachiever, or too responsible; or\n·  Comes to school early, stays late, and does not want to go home.\n\nThe Parent:\n·  Shows little concern for the child, rarely responding to the school's requests for\ninformation, for conferences, or for home visits;\n·  Denies the existence of -- or blames the child for -- the child's problems in school or at\nhome;\n·  Asks the classroom teacher to use harsh physical discipline if the child misbehaves;\n·  Sees the child entirely bad, worthless, or burdensome;\n·  Demands perfection or a level of physical or academic performance the child cannot\nachieve; or\n·  Looks primarily to the child for care, attention, and satisfaction of emotional needs.\n\nThe Parent and Child:\n·  Rarely touch or look at each other;\n·  Consider their relationship entirely negative; or\n·  State that they do not like each other.\n·  None of these signs proves that child abuse is present in a family. Any of them may be\nfound in any parent or child at one time or another. But when these signs appear\nrepeatedly or in combination, they should cause the educator to take closer look at the\nsituation and to consider the possibility of child abuse. That second look may reveal\nfurther signs of abuse or signs of a particular kind of child abuse.\n\nSIGNS OF SEXUAL ABUSE\nConsider the possibility of sexual abuse when the child:\n·  Has difficulty walking or sitting;\n·  Suddenly refuses to change for gym or to participate in physical activities;\n·  Demonstrates bizarre, sophisticated, or unusual sexual knowledge or behavior;\n·  Becomes pregnant or contracts a venereal disease, particularly if under age fourteen;\n·  Runs away; or\n·  Reports sexual abuse by a parent or another adult caregiver.\nConsider the possibility of sexual abuse when the parent or other adult caregiver:\n·  Is unduly protective of the child, severely limits the child's contact with other children,\nespecially of the opposite sex;\n·  Is secretive and isolated; or\n·  Describes marital difficulties involving family power struggles or sexual relations.\n\nSIGNS OF PHYSICAL ABUSE\nConsider the possibility of physical abuse when the child:\n·  Has unexplained burns, bites, bruises, broken bones, or black eyes;\n·  Has fading bruises or other marks noticeable after an absence from school;\n·  Seems frightened of the parents and protests or cries when it is time to go home from\nschool;\n·  Shrinks at the approach of adults; or\n·  Reports injury by a parent or another adult caregiver.\nConsider the possibility of physical abuse when the parent or other adult caregiver:\n·  Offers conflicting, unconvincing, or no explanation for the child's injury;\n·  Describes the child as ""evil,"" or in some other very negative way;\n·  Uses harsh physical discipline with the child; or\n·  Has a history of abuse as a child.\n\nEMOTIONAL ABUSE\nEmotional child abuse is maltreatment which results in impaired psychological growth and development. It involves words, actions, and indifference. Abusers constantly reject, ignore, belittle, dominate, and criticize the victims. This form of abuse may occur with or without physical abuse, but there is often an overlap.\n\nExamples of emotional child abuse are verbal abuse; excessive demands on a child’s performance; penalizing a child for positive, normal behavior (smiling, mobility, exploration, vocalization, manipulation of objects); discouraging caregiver and infant attachment; penalizing a child for demonstrating signs of positive self-esteem; and penalizing a child for using interpersonal skills needed for adequate performance in school and peer groups. In addition, frequently exposing children to family violence and unwillingness or inability to provide\naffection.\n\nSIGNS OF EMOTIONAL ABUSE\nConsider the possibility of emotional abuse when the child:\n·  Shows extremes in behavior, such as overly compliant or demanding behavior, extreme\npassivity or aggression;\n·  Is either inappropriately adult (parenting other children, for example) or inappropriately\ninfantile (frequently rocking or head-banging, for example);\n·  Is delayed in physical or emotional development;\n·  Has attempted suicide; or\n·  Reports a lack of attachment to the parent.\n\nConsider the possibility of emotional maltreatment when the parent or other adult caregiver:\n·  Constantly blames, belittles, or berates the child;\n·  Is unconcerned about the child and refuses to consider offers of help for the child's school\nproblems; or\n·  Overtly rejects the child.\n\nSIGNS OF NEGLECT\nConsider the possibility of neglect when the child:\n·  Is frequently absent from school;\n·  Begs or steals food or money from classmates;\n·  Lacks needed medical or dental care, immunizations, or glasses;\n·  Is consistently dirty and has severe body odor;\n·  Lacks sufficient clothing for the weather;\n·  Abuses alcohol or other drugs; or\n·  States there is no one at home to provide care.\n\nConsider the possibility of neglect when the parent or other adult caregiver:\n·  Appears to be indifferent to the child;\n·  Seems apathetic or depressed;\n·  Behaves irrationally or in a bizarre manner; or\n·  Is abusing alcohol or other drugs.",,,,,,,0,,,,,,,,,,,
1258,57,Custody,Custody,residentAdultParentRelationship,This adult lives with:,,Adult lives with:,,,,radio,0,text,,,,1924-11-23 16:44:55,,,,,,,,,,,1,numberOfAdultResidents,,,,,,,,,,
606,135,Custody,Custody,abuseProofType,What proof do you have that [[field ChildData_FirstName]] is drinking?,¿Qué tipo de pruebas tiene del abuso?,Alcohol abuse proof,Â¿QuÃ© tipo de pruebas tiene del abuso?,,,multicheck,0,text,,,,2004-06-09 16:46:05,,,,,,,,,,,,,,,,,,,,,,
2315,47,Custody,Custody,movingNoticeAgreement,Will the parent who moves agree to provide moving notice and new contact information to the other parent?  ,,Notice of new home after moving,,,,radio,2,text,,,,1927-03-09 15:13:38,,,,Stability and consistentcy are very important for children but is especially important when the family splits up. It is best to keep the child in the same school if he is performing well so moving out of the school district could creat instability for the child.\n\nThis question assumes that only one parent lives in the school district where the child is attending. If both parents lives in the same school district then one could move away without forcing the child to change schools.,,,,,,,0,,Residence - Moving; Moving,,,,,,,,,
2104,250,Custody,Custody,childNeglectLast2,When did the most recent neglect happen?,,,,,,text_date,0,text,,,,1926-02-12 14:16:24,,give an approximate date,,,,,,,,,0,,,,,,,,,,,
2101,248,Custody,Custody,childNeglectFirst,When did the first neglect happen?,,,,,,text_date,0,text,,,,1926-02-12 14:13:09,,give an approximate date,,,,,,,,,0,,,,,,,,,,,
2090,221,Custody,Custody,parentAbusedAsChild,"Were you, [[field Parent_FirstName(2)]]  or others in your household a victim of abuse in the past? \nThis includes physical, sexual, verbal or emotional abuse.\n",,Parent or child abused,,,,multicheck,0,text,,,,1926-02-09 15:22:30,,,,,,,,,,,0,,Abuse - Parent History,,,,,,,,,
294,50,Custody,Custody,SecondaryResidence,Secondary Residence,Residencia Secundaria,Secondary Residence,Residencia Secundaria,,,radio,0,text,Mother|Father,,,2004-03-08 23:55:58,,,,,,,,,,,,,,,,,,,,,,
1093,26,(none),Custody,drugsAlcohol,Drugs/Alcohol Abuse,,Drugs/Alcohol Abuse,,,,checkbox,2,text,,,,1924-10-31 15:47:32,,Identifying issues of drug and alcohol use or abuse by your child or either parent.,,,,,,,,,,,,,,,,,,,,
3013,7,Child,CompCounseling,NoticeFinalInterviewDT,Notice of Final Interview issued,,,,,,text_date,0,text,,,,1933-04-20 09:51:11,,,,,,,,,,,0,,,,,,,,,,,
1554,152,Custody,Custody,drugTestReasons,"Now or in the future, what facts would indicate the need for vPlanChildrenNames to \ntake a drug test?",,,,,,multicheck,0,text,,,,1925-03-13 15:22:46,,,,"Watch List for Parents:\n    * Changes in friends\n    * Negative changes in schoolwork, missing school, or declining grades\n    * Increased secrecy about possessions or activities\n    * Use of incense, room deodorant, or perfume to hide smoke or chemical odors\n    * Subtle changes in conversations with friends, e.g. more secretive, using â€œcodedâ€ language\n    * Change in clothing choices: new fascination with clothes that highlight drug use\n    * Increase in borrowing money\n    * Evidence of drug paraphernalia such as pipes, rolling papers, etc.\n    * Evidence of use of inhalant products (such as hairspray, nail polish, correction fluid, common household products); Rags and paper bags are sometimes used as accessories\n    * Bottles of eye drops, which may be used to mask bloodshot eyes or dilated pupils\n    * New use of mouthwash or breath mints to cover up the smell of alcohol\n    * Missing prescription drugsâ€”especially narcotics and mood stabilizers\n\n<a target=""_blank"" href=""http://www.theantidrug.com"">Drug Info for Parents</a>\n\n",,,,,,,0,,,,,,,,,,,
869,41,Custody,Custody,petCustody,shall live with:,,Primary Custody,,,,radio,0,text,,,,2004-08-27 11:38:44,,,,"Pets are often a very important source of consistant love for the child, if it is at all possible you might consider how the pets can be shared between households. Of course one parent may not because of a living situation that does not permit the sharing of pets or it may not be practical to move a pet like a cat or bird every few days or weeks.\n\nIf pets are important members of a household they need to be considered in the agreement. Pets can also be adversily affected by the change in the family living so showing understanding and consideration for all creatures helps everyone feel loved and cared for.",,,,,,,1,numberOfPets,,,,,,,,,,
